Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,
Please create a new Accounting Dimension if required.,Please create a new Accounting Dimension if required.,
Please create an adjustment Journal Entry for amount {0} on {1},Please create an adjustment Journal Entry for amount {0} on {1},
Please create purchase from internal sale or delivery document itself,Please create purchase from internal sale or delivery document itself,
Please create purchase receipt or purchase invoice for the item {0},Cree un recibo de compra o una factura de compra para el artículo {0},
Please define grade for Threshold 0%,Por favor defina el grado para el Umbral 0%,
Please delete the Employee {0} to cancel this document,Please delete the Employee {0} to cancel this document,
Please do not book expense of multiple assets against one single Asset.,Please do not book expense of multiple assets against one single Asset.,
Please do not create more than 500 items at a time,No cree más de 500 artículos a la vez.,
Please enable Allow Negative Stock in Stock Settings or create Stock Entry to proceed.,Habilite Permitir stock negativo en la configuración de stock o cree Entrada de stock para continuar.,
Please enable Applicable on Booking Actual Expenses,Habilite Aplicable a los gastos reales de reserva,
Please enable Applicable on Purchase Order and Applicable on Booking Actual Expenses,Habilite la opción Aplicable en el pedido y aplicable a los gastos reales de reserva,
Please enable default incoming account before creating Daily Work Summary Group,Habilite la cuenta entrante predeterminada antes de crear el Grupo de resumen de trabajo diario,
Please enable pop-ups,"Por favor, active los pop-ups",
Please enable {} in {} to allow same item in multiple rows,Please enable {} in {} to allow same item in multiple rows,
Please ensure {} account is a Balance Sheet account.,Asegúrese de que la cuenta {} sea una cuenta de balance.,
Please ensure {} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,Asegúrese de que la cuenta {} sea una cuenta de balance. Puede cambiar la cuenta principal a una cuenta de balance o seleccionar una cuenta diferente.,
Please ensure {} account is a Payable account. Change the account type to Payable or select a different account.,Asegúrese de que la {} cuenta sea una cuenta a pagar. Cambie el tipo de cuenta a Pagable o seleccione una cuenta diferente.,
Please ensure {} account is a Receivable account.,Asegúrese de que la {} cuenta sea una cuenta por cobrar.,
Please enter 'Is Subcontracted' as Yes or No,"Por favor, introduzca si 'Es sub-contratado' o no",
Please enter <b>Difference Account</b> or set default <b>Stock Adjustment Account</b> for company {0},Ingrese la <b>cuenta de diferencia</b> o configure la <b>cuenta de ajuste de stock</b> predeterminada para la compañía {0},
Please enter API Consumer Key,Por favor ingrese la Clave de Consumidor de API,
Please enter API Consumer Secret,Por favor ingrese API Consumer Secret,
Please enter Account for Change Amount,"Por favor, introduzca la cuenta para el importe de cambio",
Please enter Approving Role or Approving User,"Por favor, introduzca 'Función para aprobar' o 'Usuario de aprobación'---",
Please enter Cost Center,"Por favor, introduzca el centro de costos",
Please enter Delivery Date,"Por favor, introduzca la Fecha de Entrega",
Please enter Employee Id of this sales person,"Por favor, Introduzca ID de empleado para este vendedor",
Please enter Expense Account,"Por favor, ingrese la Cuenta de Gastos",
Please enter From Date and To Date to generate JSON,Ingrese la fecha desde y hasta la fecha para generar JSON,
Please enter GST state,Please enter GST state,
Please enter GSTIN and state for the Company Address {0},Ingrese GSTIN e indique la dirección de la empresa {0},
Please enter Item Code to get Batch Number,"Por favor, introduzca el código de artículo para obtener el número de lote",
Please enter Item Code to get batch no,"Por favor, ingrese el código del producto para obtener el numero de lote",
Please enter Item first,"Por favor, introduzca primero un producto",
Please enter Maintaince Details first,Por favor ingrese primero los detalles del mantenimiento,
Please enter Planned Qty for Item {0} at row {1},"Por favor, ingrese la cantidad planeada para el producto {0} en la fila {1}",
Please enter Preferred Contact Email,"Por favor, introduzca el contacto de correo electrónico preferido",
Please enter Production Item first,"Por favor, ingrese primero el producto a fabricar",
Please enter Purchase Receipt first,"Por favor, ingrese primero el recibo de compra",
Please enter Receipt Document,"Por favor, introduzca recepción de documentos",
Please enter Reference date,"Por favor, introduzca la fecha de referencia",
Please enter Repayment Periods,"Por favor, introduzca plazos de amortización",
Please enter Reqd by Date,Ingrese Requerido por Fecha,
Please enter Root Type for account- {0},Please enter Root Type for account- {0},
Please enter Shipment Parcel information,Please enter Shipment Parcel information,
Please enter Stock Items consumed during the Repair.,Please enter Stock Items consumed during the Repair.,
Please enter Warehouse and Date,"Por favor, introduzca el almacén y la fecha",
Please enter Warehouse from which Stock Items consumed during the Repair were taken.,Please enter Warehouse from which Stock Items consumed during the Repair were taken.,
Please enter Woocommerce Server URL,Ingrese la URL del servidor WooCommerce,
Please enter Write Off Account,"Por favor, ingrese la cuenta de desajuste",
Please enter a coupon code,Ingrese un Cupón de Descuento,
Please enter a valid State in the {0} Address,Please enter a valid State in the {0} Address,
Please enter a valid coupon code,Ingrese un Cupón de Descuento válido,
Please enter atleast 1 invoice in the table,"Por favor, introduzca al menos 1 factura en la tabla",
Please enter company first,"Por favor, ingrese primero la compañía",
Please enter company name first,"Por favor, ingrese el nombre de la compañia",
Please enter default currency in Company Master,"Por favor, ingrese la divisa por defecto en la compañía principal",
Please enter distributed cost center,Ingrese el centro de costos distribuido,
Please enter message before sending,"Por favor, ingrese el mensaje antes de enviarlo",
Please enter mobile number first.,Please enter mobile number first.,
Please enter parent cost center,"Por favor, ingrese el centro de costos principal",
Please enter quantity for Item {0},"Por favor, ingrese la cantidad para el producto {0}",
Please enter relieving date.,"Por favor, introduzca la fecha de relevo",
Please enter repayment Amount,"Por favor, ingrese el monto de amortización",
Please enter serial numbers for serialized item {0},Ingrese los números de serie del artículo serializado {0},
Please enter the company name to confirm,Ingrese el nombre de la empresa para confirmar,
Please enter the designation,"Por favor, introduzca la designación",
Please enter the phone number first,Primero ingrese el número de teléfono,
Please enter valid Financial Year Start and End Dates,"Por favor, introduzca fecha de Inicio y Fin válidas para el Año Fiscal",
Please enter valid email address,Por favor ingrese una dirección de correo electrónico válida,
Please enter {0},Ingrese {0},
Please enter {0} first,"Por favor, introduzca {0} primero",
Please fill in all the details to generate Assessment Result.,Complete todos los detalles para generar el resultado de la evaluación.,
Please fill the Material Requests table,Complete la tabla de solicitudes de material,
Please fill the Sales Orders table,Por favor complete la tabla de Órdenes de Venta,
"Please first set Last Name, Email and Phone for the user","Please first set Last Name, Email and Phone for the user",
Please fix overlapping time slots for {0},Please fix overlapping time slots for {0},
Please fix overlapping time slots for {0}.,Please fix overlapping time slots for {0}.,
Please identify/create Account (Group) for type - {0},Identifique / cree una cuenta (grupo) para el tipo - {0},
Please identify/create Account (Ledger) for type - {0},Identifique / cree una cuenta (Libro mayor) para el tipo - {0},
Please import accounts against parent company or enable {} in company master.,Please import accounts against parent company or enable {} in company master.,
Please login as a Marketplace User to edit this item.,Inicie sesión como usuario de Marketplace para editar este artículo.,
Please login as a Marketplace User to report this item.,Inicie sesión como usuario de Marketplace para informar este artículo.,
Please login as another user to register on Marketplace,Inicie sesión como otro usuario para registrarse en Marketplace,
Please make sure the employees above report to another Active employee.,Asegúrese de que los empleados anteriores denuncien a otro empleado activo.,
Please make sure the file you are using has 'Parent Account' column present in the header.,Please make sure the file you are using has 'Parent Account' column present in the header.,
Please make sure you really want to delete all the transactions for this company. Your master data will remain as it is. This action cannot be undone.,"Por favor, asegurate de que realmente desea borrar todas las transacciones de esta compañía. Sus datos maestros permanecerán intactos. Esta acción no se puede deshacer.",
Please mention 'Weight UOM' along with Weight.,Please mention 'Weight UOM' along with Weight.,
Please mention Basic and HRA component in Company,Mencione el componente básico y HRA en la empresa,
Please mention Round Off Account in Company,"Por favor, indique la cuenta que utilizará para el redondeo",
Please mention Round Off Cost Center in Company,"Por favor, indique las centro de costos de redondeo",
Please mention no of visits required,"Por favor, indique el numero de visitas requeridas",
Please mention the Lead Name in Lead {0},Por favor mencione el nombre principal en la iniciativa {0},
Please pull items from Delivery Note,"Por favor, extraiga los productos de la nota de entrega",
Please rectify and try again.,Please rectify and try again.,
Please refer {gst_document_link} to learn more about how to setup and create reverse charge invoice,Please refer {gst_document_link} to learn more about how to setup and create reverse charge invoice,
Please refresh or reset the Plaid linking of the Bank {}.,Please refresh or reset the Plaid linking of the Bank {}.,
Please register the SIREN number in the company information file,Registre el número SIREN en el archivo de información de la empresa,
Please remove this Invoice {0} from C-Form {1},"Por favor, elimine esta factura {0} de C-Form {1}",
Please save first,Por favor guarde primero,
Please save the document to generate IRN.,Please save the document to generate IRN.,
Please save the patient first,Por favor guarde al paciente primero,
Please save the report again to rebuild or update,Guarde el informe nuevamente para reconstruir o actualizar,
Please select <b>Template Type</b> to download template,Seleccione <b>Tipo de plantilla</b> para descargar la plantilla,
Please select Applicant,Please select Applicant,
Please select Applicant Type first,Seleccione primero el tipo de solicitante,
Please select Apply Discount On,Por favor seleccione 'Aplicar descuento en',
Please select BOM against item {0},Seleccione la Lista de Materiales contra el Artículo {0},
Please select BOM for Item in Row {0},"Por favor, seleccione la lista de materiales para el artículo en la fila {0}",
Please select BOM in BOM field for Item {0},"Por favor, seleccione la lista de materiales (LdM) para el producto {0}",
Please select Carry Forward if you also want to include previous fiscal year's balance leaves to this fiscal year,Por favor seleccione 'trasladar' si usted desea incluir los saldos del año fiscal anterior a este año,
Please select Category first,"Por favor, seleccione primero la categoría",
